REGNET.DEPTH,REGNET.W0,REGNET.WA,REGNET.WM,REGNET.GROUP_W,REGNET.BOT_MUL,test_joint_acc,test_acc,test_loss_epoch,key
23,96,50.6,2.717,88,1.0,0.5812830607096354,0.0,0.7815431356430054,REGNET.DEPTH 23 REGNET.W0 96 REGNET.WA 50.6 REGNET.WM 2.717 REGNET.GROUP_W 88 REGNET.BOT_MUL 1.0
